peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_type,peer_assignment_review_schema_part_order,peer_assignment_review_schema_part_prompt,peer_assignment_review_schema_part_maximum_score
"Yt0OUgjCEeWk6iIAC3_PpA@10","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"hnL5aAjbEeWi2iIAC7RHVw@6","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"lPnnmgiwEeWCQyIAC5XEog@5","45","yesNo",15,"上視圖繪製的模型寬度，是否與前視圖的寬度一致？",1
"lPnnmgiwEeWCQyIAC5XEog@6","41","yesNo",13,"上視圖繪製的模型深度，是否與右側視圖的深度一致？",1
"mOdhnQjIEeWRIiIAC9lFJw@9","36","multiLineInput",10,"我覺得這份作業可以繪製的更好，如果________________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@11","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"RqtD8gZEEeWUACIAC5cRqg@9","18","options",5,"是否完整繪製茶壺壺蓋上「壺鈕」的部分？",
"lPnnmgiwEeWCQyIAC5XEog@9","23","options",8,"本作業前視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@10","34","options",11,"右側視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@2","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"lPnnmgiwEeWCQyIAC5XEog@7","38","options",12,"上視圖是否有向右延伸的水平線，觸及45度斜線，從該交點作向下延伸的垂直線，以得到右側視圖的「深度」？",2
"s8EwFwYvEeWW0yIAC5cQUQ@3","6","options",3,"本作業有無完整繪製出題目太極之特徵：最外圍的大圓？",
"lPnnmgiwEeWCQyIAC5XEog@1","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"lPnnmgiwEeWCQyIAC5XEog@4","","multiLineInput",7,"",
"RqtD8gZEEeWUACIAC5cRqg@11","2","options",1,"<co-content><text>是否有完整繪製茶壺「壺身」的部分？</text></co-content>",
"ZAMmhwiXEeW3OCIAC44JnQ@5","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"Yt0OUgjCEeWk6iIAC3_PpA@3","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"lPnnmgiwEeWCQyIAC5XEog@6","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"-biz_QZbEeW7kSIACySI9A@4","13","yesNo",6,"這個太極的尺寸比例是否符合題目規定？",
"f3MV8QimEeWTpSIAC4-MSg@4","3","options",2,"是否有以短軸與長軸為直徑，分別畫出兩個同心圓？",
"ZAMmhwiXEeW3OCIAC44JnQ@10","17","options",7,"是否有標註出拋物線上的點？即由頂點發散的延伸線與平行線的相交，而連結成最終拋物線的數個點。",
"lPnnmgiwEeWCQyIAC5XEog@10","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"RqtD8gZEEeWUACIAC5cRqg@7","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"mOdhnQjIEeWRIiIAC9lFJw@10","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"-biz_QZbEeW7kSIACySI9A@5","12","multiLineInput",5,"若兩小圓之圓心與兩弧之弧心「沒有」位在同一直線上，其錯誤或不足的地方在 (自由選填)",
"f3MV8QimEeWTpSIAC4-MSg@4","2","yesNo",1,"是否有畫出互相垂直的十字軸？",
"-biz_QZbEeW7kSIACySI9A@6","11","yesNo",4,"這個太極內部的兩小圓之圓心與兩弧之弧心，是否位在同ㄧ直線上？",
"mOdhnQjIEeWRIiIAC9lFJw@11","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"f3MV8QimEeWTpSIAC4-MSg@2","3","options",2,"是否有以短軸與長軸為直徑，分別畫出兩個同心圓？",
"ZAMmhwiXEeW3OCIAC44JnQ@6","17","options",7,"是否有標註出拋物線上的點？即由頂點發散的延伸線與平行線的相交，而連結成最終拋物線的數個點。",
"mOdhnQjIEeWRIiIAC9lFJw@10","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"zwkOqgjdEeWeSiIACymIuA@4","9","yesNo",5,"EG Cube#3 等角圖使用的視角是否正確？(應為立體等角視圖)",
"lPnnmgiwEeWCQyIAC5XEog@9","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@5","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"lPnnmgiwEeWCQyIAC5XEog@7","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@5","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"mOdhnQjIEeWRIiIAC9lFJw@4","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"hnL5aAjbEeWi2iIAC7RHVw@7","12","options",3,"使用AutoCAD測量工具輔助檢查，是否正確畫出此部分？(包括線條的位置、尺寸長度、角度是否正確)",
"hnL5aAjbEeWi2iIAC7RHVw@9","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@12","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@6","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"ZAMmhwiXEeW3OCIAC44JnQ@6","12","options",5,"是否繪製出拋物線頂點與左右兩側等分點的連線？",
"lPnnmgiwEeWCQyIAC5XEog@9","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"zwkOqgjdEeWeSiIACymIuA@6","10","multiLineInput",6,"我覺得這份圖可以製作得更好，如果_______________(自由選填)",
"zwkOqgjdEeWeSiIACymIuA@5","2","yesNo",1,"是否有放入EG Cube#3 三視圖？",
"RqtD8gZEEeWUACIAC5cRqg@10","27","multiLineInput",8,"這個茶壺繪製的比例不佳，其不足之處在（自由選填）",
"lPnnmgiwEeWCQyIAC5XEog@5","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"mOdhnQjIEeWRIiIAC9lFJw@6","8","options",3,"圓心是否在正確的位置上？",2
"hnL5aAjbEeWi2iIAC7RHVw@7","1","yesNo",0,"是否利用等角視圖繪製？",1
"RqtD8gZEEeWUACIAC5cRqg@9","6","options",2,"是否完整繪製茶壺「壺嘴」的部分？",
"RqtD8gZEEeWUACIAC5cRqg@5","28","multiLineInput",9,"整體來說，我覺得這份圖（自由選填）",
"-biz_QZbEeW7kSIACySI9A@5","4","options",1,"有無完整繪製出題目太極之特徵：大小相等、方向相反的兩個弧？",
"lPnnmgiwEeWCQyIAC5XEog@4","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@8","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"mOdhnQjIEeWRIiIAC9lFJw@10","36","multiLineInput",10,"我覺得這份作業可以繪製的更好，如果________________(自由選填)",
"RqtD8gZEEeWUACIAC5cRqg@8","23","options",7,"繪製的茶壺外觀比例是否精準？",
"f3MV8QimEeWTpSIAC4-MSg@5","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"lPnnmgiwEeWCQyIAC5XEog@10","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@10","21","options",8,"四等分拋物線的交點，是否正確？",
"-biz_QZbEeW7kSIACySI9A@3","7","options",2,"有無完整繪製出題目太極之特徵：兩弧內的兩個小圓？",
"Yt0OUgjCEeWk6iIAC3_PpA@3","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"-biz_QZbEeW7kSIACySI9A@6","12","multiLineInput",5,"若兩小圓之圓心與兩弧之弧心「沒有」位在同一直線上，其錯誤或不足的地方在 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@4","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"zwkOqgjdEeWeSiIACymIuA@4","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"lPnnmgiwEeWCQyIAC5XEog@9","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"-biz_QZbEeW7kSIACySI9A@7","10","multiLineInput",3,"若「沒有」畫出符合題目太極的全部特徵，其缺少的部分在 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@7","11","options",5,"本作業上視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@9","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
