discussion_question_id,taiwan_discussions_user_id,discussion_question_title,discussion_question_details,discussion_question_context_type,course_id,course_module_id,course_item_id,discussion_forum_id,country_cd,group_id,discussion_question_created_ts,discussion_question_updated_ts
"c6uzGSwxEeWOkCIAC4UG7w",e2736aa63c87e83618a1d2136ee86b1cc1eae29b,"新手学习CAD","<co-content><text>以前只会安装，没有认真学习过的。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","ljbCo","","","",2015-07-17 03:11:01.032,2015-07-17 03:11:01.032
"WIFsCi3cEeWOkCIAC4UG7w",e2736aa63c87e83618a1d2136ee86b1cc1eae29b,"学习","<co-content><text>第一次学习CAD。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Kph6n","","","",2015-07-19 06:06:50.56,2015-07-19 06:06:50.56
"hbvCEsCWEeWl4RIs9EHA5Q",0d81005bd0553ffcb969aec0f034e60f7a115ee5,"請問為什麼70的圓是小圓50的圓是大圓呢?","<co-content><text>如題</text><text>畫出兩個圓的時候為什麼50的反而是大圓70是小圓</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","1AWPc","","","",2016-01-21 23:27:22.597,2016-01-21 23:35:47.14
"Mu3c4yTDEeWYoCIAC5MBcw",5a51df8ed2cd7caf59fa0fcd72cd1e213c044167,"請問問卷的連結在哪裡？","<co-content><text>只有看到老師的影片，沒看到問卷耶…？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Qm8kd","","","",2015-07-07 16:14:09.634,2015-07-07 16:14:09.634
"xxpQCSWAEeWeGSIACxeHVw",5a51df8ed2cd7caf59fa0fcd72cd1e213c044167,"騙吃騙吃","<co-content><img assetId=\"m5GZTCWAEeWn-RKFQUXfYw\" alt=\"\"/><text/><img assetId=\"sayfrSWAEeWqdgoBr7xeAw\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","iCjGL","","","",2015-07-08 14:51:13.11,2015-07-08 14:51:13.11
"FLlP4T6bEeW2ASIACxeTpg",0b3d78a98f88c1ed078903e8be045bb10c1c569c,"成绩全部完成了，也有Get My Verified Certificate，为什么没有证书呢？","<co-content><text>成绩全部完成了，也有Get My Verified Certificate，为什么没有证书呢？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","ZavtT","","","","",2015-08-09 13:32:29.321,2015-08-09 13:32:29.321
"Hgis_j24EeW2ASIACxeTpg",fd235b9092c625358e25e5a0d2e12838a5c962f3,"沒辨法下載這圖框耶","<co-content><text>如標題</text><text><a href=\"https://eventing.coursera.org/api/redirectStrict/9GvXBXjqHqQpKSijZKV8Ipb-zRFnB75pgZX70FfCMcbBUJn2RTvOqoU89J69ffD36gOlsuGwvNywC8LEWWnOSg.3jg1q5Ca1lCh_C_vH5EHWg.oo2seK9jzc0U9SkrlnlF2WHMzu7vJhSu1yp2NFpJprafEN_SNtjkIq2rEH1Qeruu-iEBU2i75UZSKhly5C2VGUJJwyOnUDiuQahRj93rJA7yrZ6f-ozDgMdtvDrwtFMNkgN-ZM2YTVsKo7HFT04064gUTwm9HIGKib9Oyq8iBYYSil5CRA25Zudw2P520gy58ZRqCgUq--V-I6s5c30gvH4D-jSFf-DuMV1SKpdEvjJJ201P64YRaNzXZnMoObi72dbP_8rk9ELXNB1a5dXiWxC1wNHDpA3TtAkdaoqnW3JeqwL0BkauQBNEXNJ_Fzi-CV65OEJ98mRqVVghIaBZOLKXGRo8QlMfT8_RMsUvX-o\">https://eventing.coursera.org/api/redirectStrict/9GvXBXjqHqQpKSijZKV8Ipb-zRFnB75pgZX70FfCMcbBUJn2RTvOqoU89J69ffD36gOlsuGwvNywC8LEWWnOSg.3jg1q5Ca1lCh_C_vH5EHWg.oo2seK9jzc0U9SkrlnlF2WHMzu7vJhSu1yp2NFpJprafEN_SNtjkIq2rEH1Qeruu-iEBU2i75UZSKhly5C2VGUJJwyOnUDiuQahRj93rJA7yrZ6f-ozDgMdtvDrwtFMNkgN-ZM2YTVsKo7HFT04064gUTwm9HIGKib9Oyq8iBYYSil5CRA25Zudw2P520gy58ZRqCgUq--V-I6s5c30gvH4D-jSFf-DuMV1SKpdEvjJJ201P64YRaNzXZnMoObi72dbP_8rk9ELXNB1a5dXiWxC1wNHDpA3TtAkdaoqnW3JeqwL0BkauQBNEXNJ_Fzi-CV65OEJ98mRqVVghIaBZOLKXGRo8QlMfT8_RMsUvX-o</a></text><text/><text/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","gPRr9","","","",2015-08-08 10:27:49.183,2015-08-08 10:27:49.183
"GCBM2zK0EeWNVyIAC0uErA",fd235b9092c625358e25e5a0d2e12838a5c962f3,"我找不到這個視窗","<co-content><text>請問一下，這怎麼辨?</text><img assetId=\"N2nJ2jK0EeWYfwqmmkCoYQ\" alt=\"\"/><text>我電腦只有調出這個視窗</text><text/><img assetId=\"UvnByTK0EeW0thIK2epFyw\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","wFqWC","","","",2015-07-25 10:01:18.494,2015-07-25 10:03:12.21
"ne5IFzN0EeWF2iIACyygBg",fd235b9092c625358e25e5a0d2e12838a5c962f3,"可以教我使用ratio比例的正確操作步驟嗎","<co-content><text>我是先點選ratio，按enter, 然後選中選基點，再往邊選取右邊端時，整個圖案就消失了。</text><text/><text>感謝大家的分享</text><text/><text/><img assetId=\"dVyVXDN1EeWXGwrkdqvMKQ\" alt=\"\"/><text/><text/><text/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Q3ydh","","","",2015-07-26 08:59:26.353,2015-07-26 09:06:19.774
"idyKoinwEeWmViIAC5MTmg",62e36677e249c31b4d42049123ab97a48ef70404,"看视频的时候卡顿的状况","<co-content><text>看视频经常出现画面不动而声音继续说的情况，即使刷新网页也没有用。希望提供解决方案或者视频的下载链接以供离线观看。</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","zMcA3","","","","",2015-07-14 06:21:18.649,2015-07-14 06:21:18.649
"OqPTQhY5EeWYoCIAC5MBcw",c60c73071d6f2e2c8b7bf0f02daaec2642f9ff69,"subtitulos","<co-content><text>subtitulos</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-19 04:11:15.743,2015-06-19 04:11:15.743
"Gb9vsKe6EeWF2Q53QdZUbw",8b78b1d3ab6ef4bd69b14358fc10c5d40f25de38,"关于两圆柱相接的惯用表示","<co-content><text>在视频的05:48 处的主视图， 是否不应该为两个相接的矩形？相接处是不是应该是弧线呢？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","MvXQX","","","",2015-12-21 08:09:04.24,2015-12-21 08:10:16.058
"RYY3lz93EeWm9SIAC5HAew",459ab83f3ee8f83d360a60aba84e1fa93a838395,"如何七等分一个角/一段弧？","<co-content><text>在画正七边形的课里有一个步骤需要七等分一段弧，这里老师提到之前已经学过二等分角和三等分角的方法，但这两种方法似乎不能推广到七等分上？不知道具体应该如何七等分这段圆弧？</text><img assetId=\"WjCMvT92EeWxgwoU-Y5WvQ\" alt=\"\"/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-08-10 15:48:40.475,2015-08-10 15:48:40.475
"B2eifx4qEeWA7CIAC5WDNQ",d2106b3f03fdea07419329e2c77228a6aa6696de,"练习","<co-content><text>问一下”保存草稿“就算提交练习了吗？怎样才算”通过练习“呢？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","8ILE3","","","",2015-06-29 06:42:36.636,2015-06-29 06:42:36.636
"-DfVnh4lEeWYoCIAC5MBcw",d2106b3f03fdea07419329e2c77228a6aa6696de,"练习","<co-content><text>拜托问一下怎么样才算是通过练习呢？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","JWs87","","","",2015-06-29 06:13:33.17,2015-06-29 06:13:33.17
"5jwbzxSrEeWmISIAC9QOog",d2106b3f03fdea07419329e2c77228a6aa6696de,"课时进度","<co-content><text>好像所有课都可以上了，这个还需要按周学习吗？</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-17 04:47:03.933,2015-06-17 04:47:03.933
"u4hyOieVEeWSQSIAC5cRKQ",a7eb9b1fd7649710edc284e57020c90b2a532449,"为什么我按照老师讲的80个单位，作出来的图很小很小?","<co-content><text>为什么我按照老师讲的输入80个单位</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-07-11 06:26:15.456,2015-07-11 06:26:15.456
"Ju7gdiuCEeWw8CIACnuItg",1e38adac43f6f3a942df58ee1cc223813c746b9e,"Something wrong with the Video","<co-content><text>This video cannot be played after 3 or 4 mins... Could anybody check and repair it? Thx</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","MvXQX","","","",2015-07-16 06:16:10.36,2015-07-16 06:16:10.36
"y1W0PvzAEeWa4BJaeUokOQ",fdf7b295234c0bbd859a8f830339a4f98e856f70,"When are you gonna have english subtitles?","<co-content><text>I'ts sad that this course does not have english subtitles :(</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2016-04-07 13:01:07.998,2016-04-07 13:01:07.998
"HOVQshOlEeWHGCIACznL2w",9744aa7bd61a1d48407a08745c700203d07442cd,"Subtitle missing","<co-content><text>I thought there would be English language subtitles for this course.</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","X7xTF","","","",2015-06-15 21:25:57.999,2015-06-15 21:25:57.999
"xq4zc7tuEeWtFA5RrsHG3Q",b05a9cb070e50397ba0f99e6fb57d78a0abd85c7,"如何在autocad直接输入长宽得出长方形","<co-content><text>本想画图，但是由于auto Cad 的矩形绘图一直有问题，不能直接输入长宽画图，一直从指定的矩形参数创建矩形多段线（长度、宽度、旋转角度）和角点类型（圆角、倒角或直角），、却不能用最原始的方法画图，求解答</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","MDbPH","","","","",2016-01-15 10:00:15.877,2016-01-15 10:00:15.877
"-KNSdinEEeWOKyIACimMGQ",8c3de86e0a51426396b7220500c25527cecccfdf,"The original and I learn together most of the students native language is English","<co-content><text>       my opinion relly feel this coursera is difficult,but very pratical ,very inte</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","8ILE3","","","",2015-07-14 01:09:26.645,2015-07-14 01:09:26.645
"C8qJYihHEeWHPSIAC7MNfg",8c3de86e0a51426396b7220500c25527cecccfdf,"手绘的感觉还是挺棒的","<co-content><text> </text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","JWs87","","","",2015-07-12 03:35:31.028,2015-07-12 03:35:31.028
"_QKA0GzdEeWWpw7gge8ZbQ",96c34da6d34031bf73f03f4eea05b98b713d696e,"畫的好緊張啊!!!!","<co-content><text/><img assetId=\"p8YhsGzdEeW8pgoclVN37w\" alt=\"\"/><img assetId=\"voKYWWzdEeWPsRKayn4cqw\" alt=\"\"/><text/><img assetId=\"1cSTGmzdEeWPsRKayn4cqw\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","iCjGL","","","",2015-10-07 10:27:19.304,2015-10-07 10:27:19.304
"XekhhNbMEeW17wrgkMLDIQ",989a1749510727449a37abffb0adddb7a54e98d5,"301准确性检测有问题","<co-content><text>不知道标准答案设置是用怎么样的尺寸画的？我自己试了好多种还是不对。画对的同学们是用了多大的尺寸呢？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2016-02-19 05:48:14.19,2016-02-19 05:48:14.19
"wQNEbBQaEeWd3iIAC7VAtA",ea0d3eef9a22a8a5facab9cc03be114fa2c57f4d,"有關Application Manager Update問題","<co-content><text>已查看107 AutoCAD 2015 軟體安裝 (<a href=\"https://eventing.coursera.org/api/redirectStrict/jZz9qp-_SlKFx63GgaFAESLSv5bZqNxvntJcIXVio30SaFCQ_y2W9rxT64Iq6yfbEC5HhBZdxwD3azzGmCpu4A.fXeWdbd0Kws-vUtvLSNimg.ejgr_uqykG7zAQj-BGXTeIkK1g589OBOagAMhFTvwJ8l1Z1PsnjFld547-gSC6hlVBJgC8U3Ew5-zHD-3TNtrVbPn_Tg4wQlQlwr_6JqXpIgsGSSno6x8JSIXqcEceO6dG1xrOikaK-QTtbl5VpPVmuGjY8kE3ySDHoaDiO1vPPlQYOtNu-7rFTW5scsPK3Wml7o02UWvsq_3DFbhz9lcXaqp49tRuRVz8KLMELVx5FFniW3fh-hup1_iFqum1d0LbpNuIkxyj5K7oa-qDpWTb3_scRwkLp8bY39cGa0OY0oIDDUA_qP5ccNtKWoi8XvAEwrFI0dxgLRqx6VF4SndEiT47DlrVCDAyJ6q2kNIcVNT2B2mdx_YA1JVEnuuIwTqOc30KuXst9L-4RQfCBDpt6bpfDAqOfF9Y4kUPQzrRUxmAAzPiBXbbfDYz-DKZoYbDEmEKRXmrwkLmFxkWveoF_r5V1zF9ClrQEozRXgA6i7kO6jZkTVLIPfxT4zWt0AmuzFLlXIjTqm9zqDAZ4jpM2TJ0QJ12H63WNhK5hheyG5QdbP18Ul6HQUG23V_Yz1Ea_T2MumroIOKjpbC-VKQg\">簡報下載</a>)內容，且依照步驟完成安裝軟體。</text><text/><text>開啟軟體後，另跳出Application Manager Update提示訊息，有3個選項，如下所示</text><text>(1)Autodesk BIM 360 add in app R4 Update for Autodesk AutoCAD 2015 64 bit</text><text>Autodesk BIM 360 add-in app R4 Update for Autodesk AutoCAD 2015</text><text>已發佈:2015/5/11</text><text>(2)AutoCAD 2015 Chinese-Traditional Locked 64-Bit Service Pack SP2</text><text>AutoCAD(R) 2015 64bit Service Pack 2</text><text>已發佈:2014/9/25</text><text>(3)Autodesk Licensing Manager 2015 Traditional Chinese 64-bit Security Hotfix</text><text> 授權 Autodesk 2015 產品 Hotfix(CVE-2014-3566)</text><text>已發佈:2015/4/10</text><text>請問這3個更新檔，需要一起安裝嗎?謝謝。</text><text/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-06-16 11:28:04.459,2015-06-16 11:28:04.459
"x4X-3qhHEeW2NBLvq9LZHQ",62fb88676cbf757c91d02da29e247e44d18150ae,"BIM交流QQ群，欢迎大家加入讨论。CAD学习者也可以一起讨论本专题课程。","<co-content><text>BIM工程师交流群 73995065，此是新建的群组，用于本课程交流使用。\\n</text><text>我的领英：https://cn.linkedin.com/in/松-陈-529722b0</text><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-12-22 01:03:14.826,2015-12-22 01:03:14.826
"lAuCN0erEeW0UA4hZsSjlQ",1d5dec4cec413c1abfb3ff3f8f5cb25094074bf8,"PDF与视频内容的不同","<co-content><text>老师，您好，PDF 504<strong> 隐藏线和中心线 ——隐藏线细节（2/5），第一个图示与视频内容上的图示不一样</strong></text><img assetId=\"hQhuY0erEeWDYhKWGD1E4w\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","g4SnF","","","",2015-08-21 02:23:15.343,2015-08-21 02:23:15.343
"LyIsUjzUEeW2ASIACxeTpg",c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"学完了工程图学，用CAD绘制了一辆Lamborghini","<co-content><text/><img assetId=\"GHKtAjzUEeWkYw4zx_qqFQ\" alt=\"\"/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","ZavtT","","","","",2015-08-07 07:16:12.617,2015-08-07 07:16:12.617
"un6s1zQGEeWPACIACw4G5w",eb97dd6237034902fe374addbf21ceb9cb53361e,"作业照片被压扁了吗？","<co-content><text>今早收到一个手绘抛物线作业评价，说是作业照片有点问题，进去一看竟然被压扁了(&gt;_&lt;)看了一下茶壶也是变得胖胖的...</text><text>请问大家有这个问题吗？如何解决呢？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-07-27 02:25:20.798,2015-07-27 02:25:20.798
"tbf3PxSAEeWA7CIAC5WDNQ",1fb0054ad719952f14f3af26f2c13da03f6eda65,"標註位置","<co-content><text>標註位置在實際工程電腦繪圖中還是要以置中比較容易閱讀吧？我在覆閱別人的圖的時候，都是建議工程師要盡量置中對齊。而且還會要求標註間距要一致。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","js8wk","","","",2015-06-16 23:37:54.177,2015-06-16 23:37:54.177
"d5a7pBf9EeWHGCIACznL2w",70c9b997fd515a3407a39496fe4c2e7b833310ae,"download autocad 2015 - from autocad website","<co-content><text>Dear Professor,</text><text>I tried to download autocad 2015 following your instructions. However, I can only use wifi to download the 2.9 G autocad 2015 in total. The speed is below 1 MB/S and I have to wait many hours and the network was timed out and stopped before things are complete. The best I can download is up to 580 MB after 2 hours and was stopped.</text><text>Please suggest other feasible methods.</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","ljbCo","","","",2015-06-21 10:08:30.52,2015-06-21 10:08:30.52
"IsBUviCEEeWA7CIAC5WDNQ",8b414bf67530e107b5bbb42480be3240d67d9151,"Could you please review 手繪等角圖EG4_MU YANG","<co-content><text>hey everybody, could you possibly review my 手繪等角圖EG4_MU YANG in return, I am lacking in 3 more review to pass the assignment, thank you all !  \\n</text><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","qUzCq","","","",2015-07-02 06:32:39.547,2015-07-02 06:32:39.547
"98qRp8daEeWOrRLEo62RWw",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"哪位同学帮忙改下作业呀，作业都一直在评审中！求帮忙！！","<co-content><text>哪位同学帮忙改下作业呀，作业都一直在评审中！求帮忙！！</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","a0TlK","","","","",2016-01-30 14:08:42.29,2016-01-30 14:08:42.29
"pH7rzMKtEeWc7QoaaZlQOQ",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"要是有一个单元的测试没有通过，可以申请证书吗？","<co-content><text>要是有一个单元的测试没有通过，可以申请证书吗？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2016-01-24 15:17:54.958,2016-01-24 15:17:54.958
"88Asf8daEeWQeBKXzVfQFQ",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"哪位同学帮忙改下作业呀，作业都一直在评审中！求帮忙！！","<co-content><text>哪位同学帮忙改下作业呀，作业都一直在评审中！求帮忙！！</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","MDbPH","","","","",2016-01-30 14:08:35.511,2016-01-30 14:08:35.511
"6Z8mfMNmEeW_UhLKov_F2Q",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"哪位同学帮忙评下作业","<co-content><text>哪位同学帮忙评下作业</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","MDbPH","","","","",2016-01-25 13:24:07.827,2016-01-25 13:24:07.827
"P074PcRHEeWc7QoaaZlQOQ",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"哪位同学帮忙评作业？","<co-content><text>哪位同学帮忙评作业？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","a0TlK","","","","",2016-01-26 16:09:58.853,2016-01-26 16:09:58.853
"SEuI3MRHEeWb3QofSqIPlQ",fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"哪位同学帮忙评作业？","<co-content><text>哪位同学帮忙评作业？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","vxWbI","","","","",2016-01-26 16:10:13.93,2016-01-26 16:10:13.93
"1Eso7kkeEeWBRg5dvElQww",a458e796c597d88b0d0b790d8f813be3b29938ac,"autocad自学","<co-content><text>已经有一年建筑设计学习经验，autocad由于学习需要，自学开始使用          </text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Kph6n","","","",2015-08-22 22:40:46.421,2015-08-22 22:40:46.421
"LMuYkjQBEeWF2iIACyygBg",37d78e9d1009814807271ad662611694bd217c9b,"审阅他人作业时的问题","<co-content><text>提交审阅电脑总是说要填写所有栏目是什么意思？那些选填的也必须填吗？万一人家没错怎么办。。。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","JWs87","","","",2015-07-27 01:45:35.582,2015-07-27 01:45:35.582
"B2eU8-teEeWeyQ6xu8k3Vw",013f629a3f25f6041f6d411fffc4be5559117549,"直線很難畫","<co-content><text>大家畫直時 ，會不會中間有凸出來的情況</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","8fVvc","","","",2016-03-16 10:01:18.835,2016-03-16 10:01:18.835
"ha8-8sgzEeWNrwo_o9VBAQ",c098051b4f5c6de3ac559b38fa38e415de737554,"关于作业互评。","<co-content><text>如果在作业限定时间内，没有被五个同学评分，怎么办？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","MDbPH","","","","",2016-01-31 15:58:51.641,2016-01-31 15:58:51.641
